"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2025-06-13 ~ 2026-06-12"
"실거래구분 : 단독다가구(전월세)"
"주소구분 : 지번주소"
"시도 : 강원특별자치도"
"시군구 : 춘천시"
"읍면동 : 효자동"
"면적 : 전체"
"금액선택 : 30 ~ 1000 만원"
"NO","시군구","번지","도로조건","계약면적(㎡)","전월세구분","계약년월","계약일","보증금(만원)","월세금(만원)","건축년도","도로명","계약기간","계약구분","갱신요구권 사용","종전계약 보증금(만원)","종전계약 월세(만원)","주택유형"
"446","강원특별자치도 춘천시 효자동","6**","8m미만","30.00","월세","202601","26","300","55","2017","서부대성로227번길","202602~202606","신규","-","","","단독다가구"
"447","강원특별자치도 춘천시 효자동","6**","8m미만","18.00","월세","202601","26","100","32","1994","서부대성로227번길","202601~202701","신규","-","","","단독다가구"
"448","강원특별자치도 춘천시 효자동","1*","8m미만","30.00","월세","202601","26","100","28","2004","백령로165번길","-","-","-","","","단독다가구"
"449","강원특별자치도 춘천시 효자동","1**","12m미만","25.00","월세","202601","26","300","30","2016","백령로83번길","202602~202702","신규","-","","","단독다가구"
"450","강원특별자치도 춘천시 효자동","7**","8m미만","33.00","월세","202601","26","100","30","2001","백령로119번길","202602~202702","신규","-","","","단독다가구"
"451","강원특별자치도 춘천시 효자동","2**","8m미만","30.00","월세","202601","26","300","30","2015","공지로242번길","202602~202702","신규","-","","","단독다가구"
"452","강원특별자치도 춘천시 효자동","3**","8m미만","200.92","월세","202601","26","200","32","2001","공지로264번길","202602~202702","신규","-","","","단독다가구"
"453","강원특별자치도 춘천시 효자동","6**","8m미만","21.00","월세","202601","26","300","30","1998","서부대성로227번길","202602~202702","신규","-","","","단독다가구"
"454","강원특별자치도 춘천시 효자동","6**","8m미만","23.54","월세","202601","26","200","30","2002","서부대성로227번길","202602~202702","신규","-","","","단독다가구"
"455","강원특별자치도 춘천시 효자동","1**","8m미만","22.00","월세","202601","26","300","33","2016","청운길29번길","202602~202701","신규","-","","","단독다가구"
"456","강원특별자치도 춘천시 효자동","1**","8m미만","26.00","월세","202601","26","100","30","2004","공지로264번길","202601~202701","신규","-","","","단독다가구"
"457","강원특별자치도 춘천시 효자동","6**","12m미만","24.00","월세","202601","26","300","35","2014","춘천로204번길","202602~202702","신규","-","","","단독다가구"
"458","강원특별자치도 춘천시 효자동","1**","8m미만","25.00","월세","202601","26","200","30","1996","백령로23번길","202602~202702","신규","-","","","단독다가구"
"459","강원특별자치도 춘천시 효자동","1**","8m미만","35.00","월세","202601","26","200","48","2017","백령로23번길","202602~202702","신규","-","","","단독다가구"
"460","강원특별자치도 춘천시 효자동","1**","8m미만","50.00","월세","202601","26","500","52","2014","백령로67번길","202602~202702","신규","-","","","단독다가구"
"461","강원특별자치도 춘천시 효자동","6**","12m미만","50.00","월세","202601","25","500","60","2018","두하길","202602~202702","신규","-","","","단독다가구"
"462","강원특별자치도 춘천시 효자동","1**","8m미만","37.00","월세","202601","25","300","53","","백령로23번길","202602~202702","신규","-","","","단독다가구"
"463","강원특별자치도 춘천시 효자동","6**","12m미만","45.00","월세","202601","25","500","58","2014","춘천로204번길","202602~202702","신규","-","","","단독다가구"
"464","강원특별자치도 춘천시 효자동","6**","8m미만","21.00","월세","202601","25","200","30","1993","서부대성로227번길","202602~202702","신규","-","","","단독다가구"
"465","강원특별자치도 춘천시 효자동","1*","25m미만","25.00","월세","202601","25","100","34","2002","백령로","202602~202702","신규","-","","","단독다가구"
"466","강원특별자치도 춘천시 효자동","1**","8m미만","23.00","월세","202601","25","300","42","2017","백령로67번길","202601~202702","갱신","-","300","40","단독다가구"
"467","강원특별자치도 춘천시 효자동","2**","8m미만","30.00","월세","202601","25","300","30","2015","공지로242번길","202602~202702","신규","-","","","단독다가구"
"468","강원특별자치도 춘천시 효자동","1**","12m미만","25.00","월세","202601","25","200","30","2016","효제길","202602~202702","신규","-","","","단독다가구"
"469","강원특별자치도 춘천시 효자동","1**","8m미만","26.00","월세","202601","25","200","30","","백령로25번길","-","-","-","","","단독다가구"
"470","강원특별자치도 춘천시 효자동","1**","8m미만","30.00","월세","202601","25","300","30","2004","백령로25번길","-","-","-","","","단독다가구"
"471","강원특별자치도 춘천시 효자동","1**","12m미만","25.00","월세","202601","25","200","30","2016","효제길","202602~202702","신규","-","","","단독다가구"
"472","강원특별자치도 춘천시 효자동","7**","12m미만","50.00","월세","202601","24","500","65","2018","효평길","202602~202702","신규","-","","","단독다가구"
"473","강원특별자치도 춘천시 효자동","7**","8m미만","34.00","월세","202601","24","300","30","2013","백령로119번길","202602~202702","신규","-","","","단독다가구"
"474","강원특별자치도 춘천시 효자동","1**","8m미만","47.00","월세","202601","24","500","55","2017","도화길6번길","-","-","-","","","단독다가구"
"475","강원특별자치도 춘천시 효자동","1**","8m미만","47.00","월세","202601","24","500","55","2017","도화길6번길","202602~202702","신규","-","","","단독다가구"
"476","강원특별자치도 춘천시 효자동","1**","8m미만","26.00","월세","202601","24","200","30","2016","미려골길11번길","202602~202702","신규","-","","","단독다가구"
"477","강원특별자치도 춘천시 효자동","7**","8m미만","27.00","월세","202601","24","200","24","2002","백령로107번길","202602~202702","신규","-","","","단독다가구"
"478","강원특별자치도 춘천시 효자동","7**","12m미만","25.00","월세","202601","24","200","30","1990","둥지길","202602~202702","신규","-","","","단독다가구"
"479","강원특별자치도 춘천시 효자동","7**","25m미만","33.00","월세","202601","24","300","41","2013","백령로119번길","202602~202702","신규","-","","","단독다가구"
"480","강원특별자치도 춘천시 효자동","4*","8m미만","40.00","월세","202601","24","400","42","2011","두하길","202602~202702","신규","-","","","단독다가구"
"481","강원특별자치도 춘천시 효자동","1**","8m미만","21.12","월세","202601","24","300","30","2000","미려골길11번길","202602~202702","신규","-","","","단독다가구"
"482","강원특별자치도 춘천시 효자동","1**","8m미만","33.00","월세","202601","24","300","30","2004","백령로25번길","202602~202702","신규","-","","","단독다가구"
"483","강원특별자치도 춘천시 효자동","1**","12m미만","23.00","월세","202601","24","200","30","2016","효제길","-","-","-","","","단독다가구"
"484","강원특별자치도 춘천시 효자동","1**","8m미만","28.00","월세","202601","24","100","36","2001","청운길","202602~202702","신규","-","","","단독다가구"
"485","강원특별자치도 춘천시 효자동","7**","12m미만","30.00","월세","202601","24","300","37","2012","춘천로296번길","202602~202702","신규","-","","","단독다가구"
"486","강원특별자치도 춘천시 효자동","7**","8m미만","30.00","월세","202601","24","200","30","2004","백령로115번길","202602~202702","신규","-","","","단독다가구"
"487","강원특별자치도 춘천시 효자동","1**","8m미만","26.00","월세","202601","24","100","28","2003","백령로23번길","202602~202702","신규","-","","","단독다가구"
"488","강원특별자치도 춘천시 효자동","1**","8m미만","189.00","월세","202601","24","200","38","2017","백령로61번길","202602~202702","신규","-","","","단독다가구"
"489","강원특별자치도 춘천시 효자동","1**","8m미만","21.70","월세","202601","24","200","30","1996","백령로23번길","202601~202701","신규","-","","","단독다가구"
"490","강원특별자치도 춘천시 효자동","1**","12m미만","28.00","월세","202601","24","200","30","2002","둥지길","202602~202701","신규","-","","","단독다가구"
"491","강원특별자치도 춘천시 효자동","2**","8m미만","28.00","월세","202601","24","300","40","2017","공지로218번길","202601~202701","신규","-","","","단독다가구"
"492","강원특별자치도 춘천시 효자동","6**","8m미만","23.00","월세","202601","24","500","45","2017","서부대성로227번길","202602~202702","신규","-","","","단독다가구"
"493","강원특별자치도 춘천시 효자동","1**","8m미만","33.00","월세","202601","23","300","30","2010","효자로102번길","202601~202701","신규","-","","","단독다가구"
"494","강원특별자치도 춘천시 효자동","1**","8m미만","25.00","월세","202601","23","200","30","2001","백령로75번길","202602~202702","신규","-","","","단독다가구"
"495","강원특별자치도 춘천시 효자동","6**","25m미만","23.76","월세","202601","23","200","30","2011","서부대성로173번길","202602~202702","신규","-","","","단독다가구"
"496","강원특별자치도 춘천시 효자동","7**","8m미만","26.00","월세","202601","23","200","30","2005","백령로119번길","202602~202702","신규","-","","","단독다가구"
"497","강원특별자치도 춘천시 효자동","3**","8m미만","21.00","월세","202601","23","300","30","2018","공지로264번길","202602~202702","신규","-","","","단독다가구"
"498","강원특별자치도 춘천시 효자동","1**","8m미만","22.00","월세","202601","23","200","30","2004","미려골길","202602~202702","신규","-","","","단독다가구"
"499","강원특별자치도 춘천시 효자동","6**","12m미만","26.00","월세","202601","23","300","30","2014","춘천로204번길","202602~202702","신규","-","","","단독다가구"
"500","강원특별자치도 춘천시 효자동","1*","8m미만","26.50","월세","202601","23","300","30","2004","백령로165번길","202602~202702","신규","-","","","단독다가구"
"501","강원특별자치도 춘천시 효자동","1**","8m미만","21.70","월세","202601","23","200","30","1996","백령로23번길","202602~202702","신규","-","","","단독다가구"
"502","강원특별자치도 춘천시 효자동","1**","8m미만","23.00","월세","202601","23","200","30","2016","백령로67번길","202602~202702","신규","-","","","단독다가구"
"503","강원특별자치도 춘천시 효자동","1**","8m미만","22.00","월세","202601","23","100","30","1994","서부대성로184번길","202602~202702","신규","-","","","단독다가구"
